Name,Author,Old_Price,New_Price,Ratings,Discount(%)
CBSE Laboratory Manual Chemistry Class 12,Reetika Gulati Bhatia,441,441,1.0,0.0
"Birds of the Indian Subcontinent: India, Pakistan, Sri Lanka, Nepal, Bhutan, Bangladesh and the Maldives",,944,1499,4,37.0
Destruction of the Babri Masjid,A. Noorani,736,995,5.0,26.0
Delhi: City of the Blood Gates | The Final Chapter of the Haunting Tale of 1857 and the Unconquerable Bandookbaaz,Vineet Bajpai,270,350,N/A,23.0
Poetry book Language Of The Flowers,Writer's Pocket,258,258,N/A,0.0
"First Aid for the USMLE Step 1 2022, Thirty Second Edition",Vikas Bhushan,5077,5077,4.0,0.0
"RESET YOUR MIND,BODY AND SPIRIT",MANDEEP S. JALOTA,393,393,N/A,0.0
365 Panchatantra Stories Hindi,N.A.,417,695,4.1,40.0
Children's History of India,Subhadra Sen Gupta,361,495,4.4,27.0
Romancing the Balance Sheet: On the Go,"Lamba, Anil",389,599,5.0,35.0
Scarlet Veil,Shelby Mahurin,454,699,4.8,35.0
ABEESAGIN,Benyamin,128,128,N/A,0.0
Revolutionaries,SANJEEV SANYAL,324,499,N/A,35.0
Kiran CTET Child Development and Pedagogy Text Book Approach by Himanshi Singh (English Medium) (3700),Himanshi Singh,270,270,N/A,0.0
Physics Galaxy 2023,Ashish Arora,3743,4069,N/A,8.0
Jawahar Navodaya Vidyalaya Class 9 (20 Practice Sets & 6 Solved Papers) Exam 2024,Arihant Experts,242,242,N/A,0.0
"The Viagra (Sildenafil) Tablet: Treatment for Erectile Dysfunction, Sexual Impotence and Prevention of Phosphodiesterase Enzyme.","McCray, Dr Minh A",1590,1590,N/A,0.0
Daily Coffee & Startup Fundraising | A comprehensive guide to starting up and raising funds in India,Sarthak Ahuja,425,599,N/A,29.0
Akbar and Birbal (Illustrated) (Hindi) (Hindi Edition),,66,110,4.1,40.0
Mathematics & Physics for Airports Authority of India (AAI) Junior Executive Air Traffic Control (ATC) with Previous Year Solved Questions 2nd Edition,Disha Experts,311,311,N/A,0.0
House of Flame and Shadow,Sarah J. Maas,2150,2688,4.7,20.0
Siddharta,Herman Hesse,77,129,4.3,40.0
Oswaal CBSE Chapterwise & Topicwise Question Bank Class 9 Mathematics Book (For 2022-23 Exam),Oswaal Editorial Board,505,505,4.7,0.0
Jolly Phonics Pupil Book 1,Sara Wernham,391,543,4.7,28.0
Supreme Yoga,,291,415,4.7,30.0
Basics of Filmmaking,Blain Brown,3981,3981,N/A,0.0
Adventures of Tom Sawyer,Mark Twain,207,249,4.8,17.0
U R A Creator,Saibabu Gorla,796,1008,N/A,21.0
ISC Chapterwise Solved Papers 2023-2000 Physics Class 12th,Ravi Raj,352,352,N/A,0.0
Julius Caesar,William Shakespeare,89,149,4.4,40.0
Oxford English-English-Hindi Dictionary,Dr Suresh Kumar,488,595,3.9,18.0
Raseedi Ticket,Amrita Pritam,119,199,4.3,40.0
Bharatiya Darshan ki Rooprekha,Harendra Prasad Sinha,285,375,4.0,24.0
Love on the Brain,Ali Hazelwood,364,499,4.2,27.0
Ghai Essential Pediatrics,Vinod K. Paul,949,1395,4.9,32.0
MTG NCERT Textbook + Exemplar Problem Solutions Class 10 Science | Complete Solutions to All Objective & Subjective Questions,MTG Editorial Board,290,290,N/A,0.0
The Maidens,Alex Michaelides,791,1099,4.5,28.0
RICH DAD POOR DAD,Robert Kiyosaki,317,317,4.2,0.0
The Routledge History of Literature in English,Malcolm Bradbury,4927,4927,4.0,0.0
Garden Up,NA,270,350,4.4,23.0
Discipline Equals Freedom : Field Manual Mk1-MOD1,"Willink, Jocko",471,799,4.3,41.0
Poetry book Dew Drops,Writer's Pocket,260,260,N/A,0.0
Angel Wisdom Tarot,Radleigh Valentine,1428,2100,4.8,32.0
Kvs,RPH Editorial Board,222,370,3.2,40.0
India A History [Revised Edition],NA,584,899,4.3,35.0
The Solar System and its Dwarf Planet,,119,199,4.8,40.0
Master Guide to Drawing Anime,Christopher Hart,1159,1869,4.7,38.0
Student Cookbook,Bounty,880,1100,4.3,20.0
Deep Learning,Hugh Bishop,4751,4751,N/A,0.0
The Girl Who Fell Beneath the Sea,Axie Oh,410,594,4.5,31.0
Activity Book for Kids - Sight Word Activities 200+ for Age 6+,Maple Press,75,125,5.0,40.0
Power of Self-Discipline,Peter Hollins,1734,2016,4.7,14.0
NTA UGC NET | JRF | SET | GENERAL PAPER-I | MS Study Guru | Simranjit Kaur | Neha Raghuwanshi,Simranjit Kaur,239,299,N/A,20.0
MAH CET MCA Entrance Exam 2023 (Maharashtra Common Entrance Test) - 10 Full Length Mock Tests and 8 Sectional Tests (1200 Solved Questions) with Free Access to Online Tests,,3002,3002,4.9,0.0
Oxford Student's English-Hindi Dictionary,S.K. Verma,290,290,4.5,0.0
Navodaya Vidyalaya Samiti : PGT (Common Subject) Recruitment Exam Guide (NAVODAYA TEACHERS EXAM),,222,370,4.4,40.0
Sattvik Cooking,Hansaji J. Yogendra,1600,1633,4.3,2.0
Iima,Satish Y. Deodhar,239,299,4.0,20.0
Fruits (All In One),,111,185,4.0,40.0
The Complete Calvin and Hobbes,Bill Watterson,8425,12210,5.0,31.0
"Legal Awareness and Legal Reasoning for CLAT, SLAT, AILET 2022-2023 9e",A.P. Bhardwaj,576,835,N/A,31.0
Saving Capitalism from the Capitalists,,324,499,4.9,35.0
NCERT Solutions Mathematics Class 12th,Prem Kumar,5851,6804,N/A,14.0
Olympiad Champs Mathematics Class 6 with Past Olympiad Questions,Disha Experts,2023,2199,N/A,8.0
Greatest Love Stories of All Time,N/A,518,750,5.0,31.0
100 Selected Poems,John Keats,364,499,4.3,27.0
UBD1960 Errorless Chemistry for NEET as per NTA (Paperback+Free Smart E-book) Revised According to NEET 2024 Syllabus (2 volumes) by UBD1960 (Original Errorless Self Scorer USS Book with Trademark Certificate),Experienced & Expert Team of Teachers,1754,1971,N/A,11.0
Adiyogi,Au,194,299,4.8,35.0
Arihant CUET Delhi University M.A (Master of Arts) Economics Entrance Exam Guide For 2024 Exams,"Deepali , Sushil Singh, Sanjeev Dixit",433,433,N/A,0.0
GMAT Official Guide Data Insights Review 2023 - 2024,GMAC,731,891,N/A,18.0
Engineering Drawing,Bhatt,344,400,4.4,14.0
Cat,NA,89,149,5.0,40.0
Kiran BSSC Graduate level and Inter level (Preliminary and Mains Exam) Solved Papers (Hindi Medium)(3665),Think Tank of Kiran Institute of Career Excellence Pvt Ltd,211,211,N/A,0.0
"Win Every Argument: The Art Of Debating, Persuading And Public Speaking","Hasan, Mehdi",419,699,4.5,40.0
Alankar,Munshi Premchand,90,150,4.0,40.0
Likhni Hai Nayi Kahani / à¤²à¤¿à¤–à¤¨à¥€ à¤¹à¥ˆ à¤¨à¤¯à¥€ à¤•à¤¹à¤¾à¤¨à¥€? by Acharya Prashant,Acharya Prashant,290,290,N/A,0.0
Golden Social Science: (With Sample Papers) A Book with a Difference for Class- 7 (For 2022 Final Exams),"Chaturvedi, Pragya",362,362,5.0,0.0
Banaras Talkies,Satya Vyas,207,249,4.0,17.0
The Unbearable Lightness of Being,M.H. Heim,356,495,4.3,28.0
Pitman Shorthand New Course New Era,Issac Pitman,102,170,4.1,40.0
Minor Detail,Adania Shibli,356,495,4.7,28.0
How to Do Everything Palm Pre,Dave Johnson,2393,3108,N/A,23.0
"Mossad: Israeli Most Secret Service Book Marathi, à¤®à¥‹à¤¸à¤¾à¤¦ à¤®à¤°à¤¾à¤ à¥€ à¤…à¤¨à¥�à¤µà¤¾à¤¦à¥€à¤¤ à¤¬à¥�à¤•à¥�à¤¸, Novel Books in, à¤‡à¤¸à¥�à¤°à¤¾à¤¯à¤²à¤šà¥€ à¤¬à¥�à¤•, à¤®à¥‹à¤¸à¤¾à¤¡ à¤ªà¥�à¤¸à¥�à¤¤à¤•, à¤‡à¤¸à¥�à¤°à¤¾à¤�à¤²à¤šà¥�à¤¯à¤¾",Ronald Payne,354,354,N/A,0.0
BPSC TRE (11-12) Computer Science Guide-E,Kiran Institute of Career Excellence,417,417,N/A,0.0
Secret Gratitude Book,Rhonda Byrne,818,899,3.8,9.0
The 1-Page Marketing Plan,Allan Dib,309,499,4.7,38.0
Ultimate Collection (210 Single+10 Special),Anant Pai,20339,20339,4.3,0.0
Yuddha Mein Ayodhya,Hemant Sharma,531,900,4.8,41.0
The 7 Habits Of Highly Effective Teenagers,Sean Covey,309,499,4.4,38.0
S.I.P. Ke Chamatkar Se Financial Freedom Kaise Payen?,Mahesh Chandra Kaushik,260,400,5.0,35.0
"Mechanics I for JEE (Advanced), 3rd Edition",B. M. Sharma,658,889,N/A,26.0
"Murderer, the Monarch and the Fakir",Appu Esthose Suresh|Priyanka Kotamraju,259,399,3.9,35.0
The Greatest Works of George Orwell,George Orwell,303,399,3.0,24.0
Count of Monte Cristo,Alexandre Dumas,489,699,4.5,30.0
Uttar Pradesh General Knowledge,RPH Editorial Board,63,105,3.6,40.0
Dharma,Bhavna Roy,259,399,4.5,35.0
BEFORE MEMORY FADES: An Autobiography,,489,699,4.7,30.0
Oswaal NTA UGC NET / JRF / SET MOCK TEST PAPERS TEACHING & RESEARCH APTITUDE GENERAL PAPER - 1 (Compulsory) (For 2024 Exam),Oswaal Editorial Board,427,427,N/A,0.0
"A Critical History of Western Philosophy (Greek, Medieval and Modern)",Y. Masih,266,345,3.8,23.0
Panchatantra KI Laghu Kathayen,Wonder House Books,41,69,5.0,40.0
Charts: Flowers Charts (Educational Charts for kids),Om Books Editorial Team,99,165,N/A,40.0
Time Shelter,Angela Rodel,538,699,3.0,23.0
IE Irodov's Problems in General Physics,DC Pandey,4116,4200,4.5,2.0
Art of Management,Shiv Shivakumar,293,396,4.6,26.0
Bahurani,Rabindranath Tagore,89,149,4.0,40.0
Rapidex English Speaking Course (Telugu) (with CD),Pustak Mahal Editorial Board,217,350,3.8,38.0
Heart Bones,Colleen Hoover,362,594,4.2,39.0
Understanding Physics for JEE Main and Advanced Mechanics Part 1,DC Pandey,8612,9899,3.7,13.0
Space Between Us,Thrity Umrigar,1308,1308,4.5,0.0
Naraz,Rahat Indori,174,223,3.9,22.0
Thakurbarir Ranna,Purnima Thakur,258,258,3.8,0.0
One in a Million,Lindsey Kelk,259,399,4.2,35.0
NTA CUET UG 2023 Section 3 General Test,,4281,4368,4.3,2.0
OSHO - Jeevan Darshan (Hindi),Osho,224,224,N/A,0.0
Untitled,Adam Grant,896,1299,4.7,31.0
Dhyan Sutra (ध्यान सूत्र),Osho,1272,1429,4.7,11.0
The Beginning of Infinity,David Deutsch,489,699,4.2,30.0
What Every Indian Should Know Before Investing : Edition 2022,Vinod Pottayil,364,499,4.6,27.0
"India is Broken : A People Betrayed, 1947 to Today",Ashoka Mody,584,899,N/A,35.0
Logical Reasoning For Young Minds Level 1,Rupa Publications India,303,303,N/A,0.0
Arihant NTA CUET PG MA Geography (Part B) Guide for 2024 Exams,Susmita Dhar,350,350,N/A,0.0
NCERT MCQs Indian Economy Class 9-12 (Old+New),Rakesh kumar Roshan,1793,1848,4.2,3.0
Will You Still Love Me?,Ravinder Singh,205,250,5.0,18.0
Physics Formulae & Definitions,Ramanand Thakur,36,60,4.0,40.0
India Unboxed,Safir Anand,257,395,N/A,35.0
Kamasutra: World Oldest Treatise on Sex,,487,695,3.0,30.0
Trading Price Action Trends,Al Brooks,4154,6490,4.4,36.0
Hear Yourself,Prem Rawat,293,450,5.0,35.0
The Robert Langdon Collection (5 Books Box-Set),NA,1699,2499,4.7,32.0
"Oswaal NDA-NA Question Bank | Chapter-wise Previous Years Solved Question Papers (2014-2023) (Set of 3 Books) : English, General Studies, Mathematics For 2024 Exam",Oswaal Editorial Board,2132,2132,N/A,0.0
Ikigai : Japanese Art of staying Young.. While growing Old,"Miki, Keira",377,377,N/A,0.0
Book of Mirdad,Mikhail Naimy,380,594,4.1,36.0
India: From Midnight to the Millennium and Beyond,"Tharoor, Shashi",333,450,4.2,26.0
C: the Complete Reference,"Schildt, Herbert",760,950,4.9,20.0
Shivdas CBSE Previous 10 Years Unsolved Board Papers for Class 12 Science Stream Physics Chemistry Mathematics English Core 2024 Board Exam,Shivdas Editorial,462,462,N/A,0.0
Bhartiya Vayu Sena Airman Group 'Y' Non Technical Trades ( Hindi ) 2020,Arihant,272,272,N/A,0.0
Silence,Thich Nhat Hanh,489,699,4.8,30.0
Most Loved Amar Chitra Katha Stories,Nalini Sorensen,324,499,N/A,35.0
Difiore’S Atlas Of Histology With Functional Correlations (Sae),NA,949,1395,N/A,32.0
Thousand Kisses Deep,Novoneel Chakraborty,205,250,4.3,18.0
CSIRNET General Aptitude  A New Outlook,Christy Varghese,392,545,5.0,28.0
Fundamentals of Electric Circuits | 7th Edition,Charles K. Alexander|Matthew N. O. Sadiku,877,1110,3.0,21.0
Educart Class 11 Question Bank PHYSICS 2023-24 (For 2024 Exam),Educart,620,620,N/A,0.0
"One for All Olympiad Previous Years' Solved Papers, Class-2 General Knowledge Book (For 2022 Exam)",Oswaal Editorial Board,4912,5712,3.8,14.0
Children's pictorial Encyclopaedia,Om books,870,1500,4.7,42.0
Current Affairs | Year Book 2023 | 15 Months day-to-day Events | LAB | Aman Srivastava,Aman Srivastav,119,199,N/A,40.0
My First Pop Up Fairy Tales: Jack & the Beanstalk,Wonder House Books,464,504,4.0,8.0
Rabbit,Wonder House Books,89,149,4.0,40.0
Shantaram,Gregory David Roberts,1143,1429,4.2,20.0
Misery,Stephen King,907,1209,4.6,25.0
Kvs,RPH Editorial Board,144,240,3.9,40.0
Marakkave Ninaikkiren à®®à®±à®•à¯�à®•à®µà¯‡ à®¨à®¿à®©à¯ˆà®•à¯�à®•à®¿à®±à¯‡à®©à¯�,Maari Selvaraj,380,380,N/A,0.0
The Hitchhiker's Guide to the Galaxy,Douglas Adams,365,599,4.2,39.0
How the Grinch Stole Christmas!,Au,194,299,4.3,35.0
Solar System - My First Early Learning Wall Chart (19 Inches X 29 Inches),Wonder House Books,119,199,3.4,40.0
Fundamentals of Mathematical Statistics,S. C. Gupta|V. K. Kapoor,716,795,4.4,10.0
BPSC Bihar Lok Seva Aayog Samanya Adhyayan (General Studies) Prarambhik Pareeksha 1992 Se 2023 Tak Solved Papers,Team Prabhat,231,350,N/A,34.0
Kiran UPSSSC PET Practice Work Book 20 Sets With Detailed Explanation (Hindi Medium) (3366),Unknown,2124,2309,N/A,8.0
The 8051 Microcontroller and Embedded Systems Using Assembly and C,Mazidi,693,900,4.0,23.0
The Priory of the Orange Tree,"Shannon, Samantha",454,699,4.3,35.0
Linear Algebra,Kenneth M Hoffman,405,500,4.0,19.0
Dirks Nicholas B.,Dirks Nicholas B.,535,695,4.4,23.0
Save the Cat!,Blake Snyder,1388,1928,4.0,28.0
Brahmin KI Beti,NA,90,150,N/A,40.0
Space Encyclopaedia,Om Books Editorial Team,587,995,4.6,41.0
Erotic Margin,Irvin C. Schick,3096,3096,N/A,0.0
Pearson IIT Foundation Physics Class 7 | Ninth Edition | By Pearson,Trishna,435,435,4.4,0.0
Batman: Bat Signal,Danielle Selber,584,989,5.0,41.0
Aapka Bunti,Mannu Bhandari,239,299,5.0,20.0
The Book of Everlasting Things: A Novel,"Malhotra, Aanchal",519,799,N/A,35.0
World's Greatest Books for Personal Growth and Wealth,various,489,699,N/A,30.0
Oswaal CBSE Sample Question Papers Class 11 Economics Book (For 2024 Exams ) | 2023-24,Oswaal Editorial Board,230,230,N/A,0.0
Buddha: The Enlightened,Wonder House Books,269,349,4.4,23.0
Jolly Phonics Picture Flash Cards,Lib Stephen,1302,1569,5.0,17.0
Seek And Find - Vehicles : Early Learning Board Books With Tabs,Wonder House Books,239,299,4.3,20.0
Chronicle of a Death Foretold,"Marquez, Gabriel Garcia",205,250,4.7,18.0
Golden Years,Ruskin Bond,259,399,N/A,35.0
Our Planet Earth: Oceans & Water Bodies,NA,119,199,N/A,40.0
Oswaal CBSE Sample Question Papers Class 12 Applied Mathematics (For Board Exams 2024),Oswaal Editorial Board,359,359,N/A,0.0
Elementry Algebra for School,Hs Hall,4458,5124,4.8,13.0
Oswaal ICSE 10 Sample Question Papers Class 10 Computer Applications For Board Exam 2024 (Based On The Latest CISCE/ ICSE Specimen Paper),Oswaal Editorial Board,270,270,N/A,0.0
Arihant NTA CUET PG MA Hindi (Part B) Guide for 2024 Exams2024,Urmila Singhal,244,244,N/A,0.0
Pattern,NA,119,199,N/A,40.0
Think Like a Monk,Jay Shetty,1383,1869,4.7,26.0
"Dragon Ball Super, Vol. 13",Akira Toriyama,635,1008,5.0,37.0
Picturepedia,DK,1019,1499,5.0,32.0
"A Comprehensive Guide on General English for Competitive Exams : Bank, SSC, Management Entrance Exams, Law Entrance Exams, LIC, Defence Entrance Exams, Railways",Neelam Malkani,525,525,N/A,0.0
Stan Weinstein's Secrets For Profiting in Bull and Bear Markets,Stan Weinstein,1468,1932,5.0,24.0
QABAR ( Paper Back ),K R Meera,168,168,4.6,0.0
Poor Economics : Rethinking Poverty & the Ways to End It,Abhijit V. Banerjee,364,499,4.9,27.0
Physical Education Textbook for Class 12 As per Revised CBSE Syllabus 2022-23,Dr. DS Yadav,453,453,2.7,0.0
Textbook Of Pathology And Genetics For Nurses 2/E Pb,Nayak Ramadas,422,595,4.2,29.0
Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications (Grayscale Indian Edition),Chip Huyen,1948,1948,4.5,0.0
Funding Your Startup,Dhruv Nath,303,399,5.0,24.0
MTG CBSE 10 Years Chapterwise Topicwise Solved Papers Class 10 Hindi-B Book - CBSE Champion For 2024 Exam | CBSE Question Bank With Sample Papers (Based on Latest Pattern),MTG Editorial Board,458,458,N/A,0.0
White Torture,Shirin Ebadi,2046,2200,N/A,7.0
Shivdas CBSE Class 12 Physics 25+1 Past 7 Years Solved Board Papers and Sample Papers (including Delhi and Outside Delhi ALL SETS) for 2024 Board Exams,Shivdas Editorial,254,254,N/A,0.0
Foundation Mathematics for IIT-JEE/ NTSE/ Olympiad Class 6 - 3rd Edition,Disha Experts,2204,2755,3.7,20.0
PARK'S TEXTBOOK OF PREVENTIVE AND SOCIAL MEDICINE 27th 2023,NA,1343,1700,N/A,21.0
Great Mental Models Volume 1: General Thinking Concepts,Shane Parrish,2033,2033,4.9,0.0
After Dark,Murakami Haruki,384,499,4.0,23.0
Diary of My Love,Deesha Sangani,180,225,3.7,20.0
Gut,Payal Kothari,1232,1232,4.0,0.0
Gullivers Travels,Jonathan Swift,195,229,4.7,15.0
Best 4000 Smart Question Bank SSC General Intelligence and Reasoning in Hindi,Testbook,489,575,4.1,15.0
Kiran CTET Paper 2 Class 6 to 8 Social Science 2011 To Till Date Solved Papers (With Detailed Explanations)(Hindi Medium) 3829,Think Tank of Kiran Institute of Career Excellence,400,400,N/A,0.0
Ruskin Bond,Ruskin Bond,205,250,3.9,18.0
Organized Mind,Daniel J Levitin,1126,1680,4.5,33.0
How to Enjoy Your Life and Your Job,Dale Carnegie,119,199,4.4,40.0
Writing Practice Books in English for kindergarten kids: Set of 5 Copy Writing Books for Early Learning from InIkao,InIkao,287,287,3.5,0.0
My Activity- Maze Activity Book,Dreamland Publications,84,140,4.4,40.0
SSC REASONING (HINDI),Dr. R.S Aggarwal,531,625,N/A,15.0
"Solo Leveling, Vol. 2",J Torres,1336,1649,4.7,19.0
Word Power Made Easy,Norman Lewis,414,517,4.2,20.0
Stock Market Mein Safal Hone ke 41 Tips,Mahesh Chandra Kaushik,260,400,3.2,35.0
"Price Action Trading - A Simple Stock Market Trading Book for Beginners Applicable to Intraday Trading, Swing Trading, & Positional Trading",Indrazith Shantharaj,500,500,4.3,0.0
Psychic Tarot Oracle Deck,John Holland,1407,2100,4.5,33.0
LAST MUGHAL THE,Dalrymple,478,693,4.7,31.0
Geography Question Bank,"G.B., Vinay Kumar",343,399,N/A,14.0
MTG CBSE ScoreMore 15 Sample Question Papers Class 12 Biology Book For 2024 Board Exam (Based on CBSE Latest Pattern) MTG Editorial Board,MTG Editorial Board,225,225,N/A,0.0
Info Buzz: S.T.E.M: Drones,Izzi Howell,1200,1319,N/A,9.0
Betta Fish,Walter James,1693,2352,4.6,28.0
Genie Bling: Coloring Book for Kids (Shimmer & Shine) Paperback â€“ 11 Oct 2019,Wonder House Books,72,120,N/A,40.0
Lanka Ka Yuddh [War of Lanka],Amish Tripathi,259,399,N/A,35.0
Great Indian Novel,"Tharoor, Shashi",364,499,4.8,27.0
Face To Face CAT 30 Years (1993-2022) Sectionwise & Topicwise solved paper 2023,BS Sijwalii,9714,9912,N/A,2.0
"Wake Up, Life is Calling",Preeti Shenoy,119,199,4.2,40.0
"à¤­à¤° à¥¤ à¤¶à¤°à¤¦ à¤¬à¤µà¤¸à¤•à¤° à¥¤ Bhura à¥¤ Sharad Baviskar [hardcover] Sharad Baviskar [Jan 01, 2021]...",Sharad Baviskar,549,549,N/A,0.0
"Combo (set of 3 Books) SHORTCUTS, TIPS & TRICKS in Physics, Chemistry & Biology for NEET 2nd Edition | One Liner Theory with Mnemonics, Previous Year Questions | CUET (UG) Exams | NCERT Tablet |","Dr. Hariom Gangwar, Er. D. C. Gupta, Er. Apurva Mishra",1223,1223,N/A,0.0
The Truth Pill: The Myth Of Drug Regulation In India,NA,530,899,4.6,41.0
Oswaal One for All Class 12 English Core for CBSE Board Exam 2024,Oswaal Editorial Board,668,668,N/A,0.0
Space,Wonder House Books,758,1099,4.0,31.0
The Man Who Knew Infinity,Robert Kanigel,410,594,5.0,31.0
"Guyton and Hall Textbook of Medical Physiology, International Edition",Hall,3702,5525,5.0,33.0
History of South India,Sastri,488,595,4.5,18.0
Happy Money,Ken Honda,349,499,4.8,30.0
Arthashastra : The Science Of Political Economy,NA,303,399,4.4,24.0
No-Drama Discipline,Tina Payne Bryson,798,1050,5.0,24.0
The Way of Kings Part One,Brandon Sanderson,547,547,4.5,0.0
Ocean of Churn,SANJEEV SANYAL,270,350,4.5,23.0
"Half-Yearly Current Affairs - January to June 2023 for Competitive Exams (set of 2 Quarterlies) with Video eCourse 7th 4 Color Edition | UPSC & State PSC Civil Services, SSC, NDA, CDS, Bank",Disha Experts,453,453,N/A,0.0
Siddhartha,Herman Hesse,945,1260,4.3,25.0
Greatest Works of Edgar Allan Poe,Edgar Allan Poe,269,349,5.0,23.0
Hindi Vyakaran,Kamta Prasad Guru,366,600,4.1,39.0
"Geography of India Through Maps | 8th Edition | For competitive exams such as the UPSC, IAS, state PSC exams, and others State administrative exams for civil services by S. Chand's",Anil Keshri,396,450,N/A,12.0
Mysterious Affair At Styles,Agatha Christie,1277,1539,4.8,17.0
"Bulls, Bears and Other Beasts (5th Anniversary Edition): A Story of the Indian Stock Market","Nair, Santosh",365,599,4.7,39.0
"Educart CBSE Class 9 Question Bank SCIENCE, MATHS, SOCIAL SCIENCE & ENGLISH For 2023-2024 (Combo of 4 Books)",Educart,2583,2583,N/A,0.0
Roald Dahl's Scrumdiddlyumptious Story Collection,Roald Dahl,1889,1889,4.9,0.0
